start_station_code,end_station_code,flow
6001,6067,23
6001,6068,8
6001,6070,13
6001,6072,23
6001,6073,30
6001,6076,4
6001,6078,98
6001,6079,6
6001,6081,43
6001,6082,3
6001,6083,38
6001,6084,7
6001,6085,95
6001,6086,14
6001,6087,20
6001,6088,6
6001,6090,4
6001,6091,1
6001,6092,24
6001,6093,2
6001,6094,1
6001,6095,5
6001,6096,6
6001,6097,7
6001,6098,9
6001,6099,15
6001,6100,52
6001,6103,8
6001,6104,137
6001,6105,25
6001,6106,10
6001,6107,15
6001,6108,22
6001,6109,1
6001,6110,7
6001,6111,37
6001,6112,86
6001,6113,66
6001,6114,192
6001,6116,153
6001,6117,17
6001,6118,48
6001,6119,42
6001,6120,17
6001,6121,9
6001,6122,12
6001,6123,36
6001,6124,16
6001,6126,24
6001,6128,3
6001,6129,12
6001,6130,6
6001,6131,5
6001,6132,32
6001,6133,23
6001,6136,18
6001,6137,19
6001,6138,5
6001,6139,4
6001,6140,15
6001,6141,13
6001,6142,29
6001,6143,46
6001,6145,38
6001,6146,32
6001,6147,14
6001,6148,43
6001,6149,13
6001,6150,12
6001,6151,14
6001,6152,7
6001,6153,18
6001,6154,16
6001,6155,9
6001,6156,24
6001,6157,18
6001,6158,10
6001,6159,52
6001,6160,18
6001,6161,1
6001,6163,18
6001,6164,10
6001,6165,17
6001,6166,5
6001,6167,2
6001,6168,3
6001,6169,24
6001,6171,32
6001,6173,38
6001,6174,29
6001,6175,30
6001,6176,15
6001,6177,21
6001,6178,22
6001,6179,33
6001,6180,127
6001,6181,9
6001,6182,9
6001,6183,17
6001,6184,43
6001,6186,10
6001,6187,12
6001,6188,8
6001,6190,11
6001,6191,7
6001,6192,2
6001,6193,8
6001,6194,5
6001,6195,7
6001,6196,7
6001,6197,3
6001,6198,5
6001,6199,10
6001,6200,3
6001,6201,4
6001,6202,11
6001,6203,16
6001,6204,12
6001,6205,14
6001,6206,16
6001,6207,11
6001,6208,8
6001,6209,32
6001,6211,42
6001,6212,3
6001,6213,18
6001,6214,14
6001,6215,4
6001,6216,14
6001,6217,47
6001,6218,6
6001,6219,17
6001,6220,24
6001,6221,27
6001,6222,11
6001,6223,8
6001,6224,2
6001,6225,2
6001,6227,6
6001,6229,1
6001,6230,4
6001,6231,7
6001,6232,3
6001,6233,12
6001,6234,4
6001,6235,6
6001,6236,4
6001,6237,15
6001,6241,1
6001,6243,9
6001,6245,1
6001,6246,3
6001,6247,1
6001,6248,28
6001,6249,2
6001,6250,9
6001,6251,1
6001,6252,1
6001,6254,4
6001,6255,3
6001,6257,1
6001,6258,3
6001,6260,8
6001,6261,2
6001,6262,28
6001,6264,1
6001,6265,1
6001,6266,1
6001,6267,5
6001,6268,10
6001,6269,2
6001,6270,1
6001,6271,3
6001,6272,2
6001,6274,2
6001,6275,1
6001,6277,1
6001,6278,1
6001,6280,6
6001,6281,7
6001,6301,1
6001,6302,1
6001,6303,2
6001,6304,1
6001,6305,1
6001,6306,1
6001,6307,8
6001,6309,2
6001,6311,1
6001,6312,1
6001,6313,1
6001,6314,11
6001,6322,1
6001,6324,1
6001,6327,1
6001,6329,1
6001,6332,2
6001,6333,3
6001,6335,5
6001,6336,1
6001,6338,4
6001,6341,9
6001,6344,1
6001,6346,8
6001,6349,9
6001,6350,7
6001,6354,1
6001,6355,4
6001,6358,2
6001,6361,1
6001,6362,1
6001,6363,1
6001,6364,4
6001,6366,2
6001,6367,5
6001,6368,9
6001,6371,10
6001,6372,3
6001,6373,3
6001,6375,3
6001,6376,2
6001,6377,5
6001,6379,4
6001,6380,1
6001,6381,6
6001,6383,3
6001,6385,9
6001,6386,2
6001,6387,4
6001,6388,2
6001,6389,4
6001,6391,15
6001,6393,20
6001,6394,20
6001,6395,11
6001,6396,7
6001,6397,22
6001,6398,3
6001,6401,12
6001,6402,2
6001,6403,13
6001,6404,4
6001,6405,8
6001,6406,38
6001,6407,8
6001,6408,7
6001,6409,3
6001,6411,18
6001,6413,23
6001,6416,3
6001,6418,2
6001,6424,5
6001,6425,9
6001,6426,1
6001,6427,27
6001,6428,2
6001,6432,6
6001,6433,6
6001,6434,2
6001,6436,1
6001,6501,10
6001,6502,1
6001,6700,2
6001,6701,1
6001,6703,5
6001,6705,2
6001,6706,7
6001,6707,3
6001,6708,29
6001,6709,19
6001,6711,2
6001,6718,1
6001,6720,6
6001,6721,1
6001,6722,3
6001,6724,10
6001,6725,2
6001,6726,2
6001,6727,39
6001,6729,53
6001,6730,4
6001,6731,1
6001,6732,3
6001,6734,3
6001,6735,1
6001,6738,16
6001,6741,6
6001,6742,15
6001,6743,4
6001,6745,43
6001,6747,1
6001,6748,51
6001,6749,46
6001,6750,24
6001,6752,2
6001,6753,2
6001,6754,3
6001,6901,82
6001,6902,41
6001,6903,22
6001,6904,3
6001,6905,2
6001,6906,3
6001,6907,9
6001,6908,1
6001,6910,7
6001,6912,2
6001,6918,1
6001,6919,5
6001,6921,5
6001,6926,8
6001,6928,1
6001,6929,19
6001,7001,6
6001,7008,1
6001,7012,2
6001,7014,1
6001,7016,1
6001,7017,3
6001,7018,16
6001,7019,4
6001,7020,4
6001,7024,1
6001,7026,1
6001,7027,2
6001,7028,4
6001,7029,25
6001,7030,4
6001,7031,7
6001,7032,3
6001,7033,5
6001,7034,5
6001,7036,2
6001,7037,3
6001,7038,11
6001,7039,2
6001,7040,1
6001,7041,1
6001,7043,1
6001,7045,5
6001,7047,6
6001,7049,5
6001,7050,6
6001,7052,1
6001,7053,5
6001,7055,2
6001,7057,4
6001,7058,3
6001,7059,2
6001,7060,1
6001,7062,2
6001,7063,1
6001,7064,2
6001,7066,55
6001,7067,27
6001,7068,20
6001,7069,6
6001,7070,32
6001,7071,11
6001,7072,14
6001,7073,28
6001,7074,30
6001,7076,6
6001,7077,13
6001,7078,1
6001,7079,16
6001,7080,9
6001,7081,6
6001,10002,29
6002,5003,1
6002,5007,1
6002,6001,5
6002,6002,98
6002,6003,2
6002,6004,1
6002,6006,2
6002,6007,5
6002,6008,58
6002,6009,56
6002,6011,15
6002,6012,149
6002,6013,13
6002,6014,15
6002,6015,124
6002,6017,2
6002,6018,7
6002,6019,4
6002,6020,68
6002,6021,8
6002,6022,7
6002,6023,47
6002,6025,5
6002,6026,39
6002,6027,4
6002,6029,1
6002,6031,2
6002,6032,34
6002,6033,2
6002,6034,39
6002,6035,7
6002,6036,17
6002,6037,1
6002,6038,6
6002,6039,4
6002,6041,4
6002,6042,11
6002,6043,8
6002,6044,6
6002,6046,1
6002,6049,2
6002,6050,13
6002,6051,1
6002,6052,13
6002,6053,10
6002,6057,1
6002,6059,1
6002,6060,2
6002,6061,1
6002,6062,2
6002,6063,8
6002,6064,9
6002,6067,5
6002,6072,3
6002,6073,19
6002,6075,1
6002,6076,43
6002,6078,95
6002,6079,1
6002,6083,49
6002,6085,6
6002,6086,1
6002,6087,3
6002,6088,11
6002,6092,5
6002,6093,1
6002,6094,4
6002,6095,2
6002,6096,5
6002,6098,4
6002,6100,6
6002,6103,11
6002,6104,82
6002,6105,28
6002,6106,38
6002,6107,1
6002,6108,93
6002,6109,1
6002,6110,53
6002,6111,57
6002,6112,77
6002,6113,31
6002,6114,311
6002,6116,15
6002,6117,14
6002,6118,34
6002,6119,20
6002,6120,56
6002,6121,10
6002,6122,8
6002,6123,12
6002,6124,19
6002,6126,7
6002,6128,10
6002,6129,4
6002,6130,6
6002,6131,11
6002,6132,7
6002,6133,4
6002,6134,1
6002,6136,3
6002,6137,2
6002,6138,21
6002,6139,9
6002,6140,2
6002,6141,15
6002,6142,3
6002,6143,4
6002,6145,4
6002,6146,5
6002,6147,7
6002,6148,10
6002,6149,7
6002,6150,5
6002,6151,8
6002,6152,8
6002,6153,14
6002,6154,9
6002,6155,5
6002,6156,1
6002,6157,9
6002,6158,1
6002,6159,2
6002,6160,3
6002,6162,8
6002,6163,3
6002,6165,1
6002,6166,1
6002,6169,4
6002,6170,3
6002,6171,12
6002,6173,2
6002,6174,2
6002,6175,1
6002,6176,2
6002,6177,1
6002,6178,4
6002,6179,7
6002,6180,11
6002,6182,1
6002,6184,5
6002,6188,2
6002,6190,1
6002,6194,1
6002,6195,1
6002,6196,1
6002,6197,5
6002,6199,1
6002,6201,1
6002,6202,2
6002,6203,2
6002,6205,1
6002,6206,2
6002,6209,2
6002,6211,9
6002,6213,4
6002,6214,8
6002,6215,49
6002,6217,3
6002,6218,1
6002,6219,1
6002,6220,3
6002,6221,1
6002,6222,2
6002,6224,2
6002,6226,1
6002,6227,1
6002,6232,1
6002,6233,5
6002,6234,6
6002,6236,7
6002,6248,3
6002,6250,1
6002,6251,1
6002,6254,1
6002,6257,1
6002,6259,4
6002,6260,3
6002,6262,3
6002,6265,2
6002,6268,2
6002,6269,34
6002,6270,2
6002,6271,1
6002,6274,2
6002,6279,3
6002,6280,1
6002,6307,1
6002,6335,1
6002,6336,1
6002,6346,77
6002,6355,22
6002,6361,1
6002,6362,3
6002,6364,1
6002,6367,1
6002,6368,4
6002,6370,11
6002,6371,3
6002,6372,5
6002,6373,10
6002,6374,2
6002,6380,1
6002,6381,13
6002,6383,9
6002,6384,6
6002,6385,2
6002,6386,341
6002,6387,63
6002,6388,6
6002,6389,1
6002,6391,98
6002,6393,113
6002,6394,109
6002,6395,44
6002,6396,27
6002,6397,70
6002,6398,36
6002,6403,1
6002,6408,2
6002,6411,3
6002,6413,2
6002,6417,8
6002,6420,1
6002,6421,1
6002,6425,1
6002,6426,3
6002,6427,7
6002,6429,1
6002,6432,3
6002,6435,1
6002,6501,12
6002,6503,1
6002,6700,75
6002,6701,9
6002,6702,56
6002,6703,5
6002,6706,1
6002,6708,5
6002,6719,1
6002,6720,57
6002,6721,6
6002,6722,3
6002,6723,1
6002,6727,1
6002,6729,34
6002,6730,1
6002,6731,2
6002,6735,1
6002,6738,13
6002,6739,2
6002,6743,1
6002,6745,3
6002,6748,6
6002,6749,17
6002,6750,7
6002,6901,38
6002,6902,8
6002,6903,4
6002,6904,2
6002,6905,1
6002,6906,1
6002,6907,5
6002,6910,1
6002,6915,1
6002,6916,1
6002,6919,1
6002,6923,1
6002,6926,1
6002,6927,2
6002,7001,3
6002,7009,4
6002,7016,1
6002,7017,40
6002,7018,31
6002,7019,74
6002,7020,132
6002,7022,1
6002,7027,3
6002,7029,1
6002,7030,5
6002,7031,3
6002,7032,1
6002,7034,2
6002,7037,1
6002,7038,1
6002,7039,24
6002,7041,2
6002,7043,4
6002,7045,1
6002,7046,1
6002,7047,2
6002,7049,2
6002,7052,2
6002,7053,1
6002,7054,1
6002,7055,1
6002,7066,13
6002,7067,2
6002,7069,3
6002,7072,2
6002,7073,12
6002,7074,6
6002,7075,3
6002,7077,49
6002,7078,12
6002,7079,2
6002,7081,1
6003,5005,2
6003,6001,15
6003,6002,3
6003,6003,104
6003,6004,9
6003,6005,14
6003,6006,2
6003,6007,53
6003,6008,268
6003,6009,58
6003,6011,26
6003,6012,37
6003,6013,56
6003,6014,53
6003,6015,153
6003,6017,30
6003,6018,75
6003,6019,14
6003,6020,87
6003,6021,10
6003,6022,20
6003,6023,63
6003,6024,9
6003,6025,25
6003,6026,43
6003,6027,67
6003,6029,10
6003,6031,19
6003,6032,121
6003,6034,108
6003,6035,24
6003,6036,104
6003,6037,34
6003,6038,30
6003,6039,21
6003,6040,74
6003,6041,30
6003,6042,59
6003,6043,114
6003,6044,19
6003,6046,22
6003,6047,16
6003,6048,13
6003,6049,39
6003,6050,23
6003,6052,33
6003,6053,6
6003,6057,79
6003,6058,15
6003,6059,25
6003,6060,18
6003,6061,99
6003,6062,13
6003,6063,115
6003,6064,168
6003,6065,25
6003,6066,24
6003,6067,99
6003,6068,28
6003,6070,28
6003,6072,81
6003,6073,80
6003,6075,3
6003,6078,76
6003,6079,6
6003,6081,19
6003,6083,21
6003,6084,5
6003,6085,55
6003,6086,8
6003,6087,9
6003,6088,6
6003,6089,3
6003,6090,9
6003,6091,3
6003,6092,16
6003,6093,11
6003,6094,4
6003,6095,45
6003,6096,5
6003,6097,20
6003,6098,37
6003,6099,22
6003,6100,196
6003,6102,1
6003,6103,6
6003,6104,58
6003,6105,6
6003,6106,11
6003,6107,72
6003,6108,13
6003,6109,3
6003,6110,23
6003,6111,17
6003,6112,32
6003,6113,33
6003,6114,43
6003,6115,1
6003,6116,36
6003,6117,15
6003,6118,29
6003,6119,70
6003,6120,88
6003,6121,15
6003,6122,4
6003,6123,17
6003,6124,17
6003,6126,11
6003,6127,1
6003,6128,9
6003,6129,23
6003,6130,3
6003,6131,27
6003,6132,105
6003,6133,2
6003,6134,22
6003,6136,17
6003,6137,22
6003,6138,6
6003,6139,4
6003,6140,9
6003,6141,11
6003,6142,10
6003,6143,22
6003,6145,9
6003,6146,18
6003,6147,17
6003,6148,13
6003,6149,3
6003,6150,10
6003,6151,6
6003,6152,6
6003,6153,12
6003,6154,20
6003,6155,23
6003,6156,14
6003,6157,10
6003,6158,4
6003,6159,11
6003,6160,4
6003,6161,3
6003,6163,11
6003,6164,3
6003,6165,8
6003,6166,13
6003,6167,7
6003,6168,2
6003,6169,23
6003,6170,4
6003,6171,24
6003,6173,10
6003,6174,18
6003,6175,14
6003,6176,16
6003,6177,12
6003,6178,9
6003,6179,19
6003,6180,54
6003,6181,39
6003,6182,8
6003,6183,5
6003,6184,25
6003,6185,1
6003,6186,10
6003,6187,2
6003,6188,2
6003,6190,2
6003,6191,3
6003,6192,2
6003,6193,7
6003,6194,14
6003,6195,16
6003,6196,30
6003,6198,9
6003,6199,21
6003,6200,11
6003,6201,3
6003,6202,15
6003,6203,8
6003,6204,17
6003,6205,15
6003,6206,36
6003,6207,3
6003,6208,10
6003,6209,19
6003,6211,31
6003,6212,7
6003,6213,41
6003,6214,74
6003,6215,10
6003,6216,19
6003,6217,16
6003,6218,3
6003,6219,60
6003,6220,26
6003,6221,30
6003,6222,4
6003,6223,9
6003,6224,5
6003,6225,6
6003,6227,10
6003,6228,3
6003,6229,6
6003,6230,11
6003,6231,2
6003,6233,8
6003,6234,11
6003,6235,2
6003,6236,2
6003,6237,5
6003,6241,1
6003,6243,3
6003,6245,3
6003,6246,2
6003,6247,5
6003,6248,21
6003,6249,1
6003,6251,2
6003,6252,6
6003,6254,4
6003,6255,6
6003,6257,2
6003,6258,2
6003,6259,4
6003,6261,4
6003,6262,7
6003,6264,2
6003,6265,1
6003,6266,6
6003,6267,1
6003,6268,2
6003,6269,16
6003,6270,2
6003,6271,4
6003,6273,3
6003,6274,6
6003,6275,2
6003,6276,5
6003,6278,2
6003,6280,8
6003,6281,1
6003,6301,1
6003,6306,2
6003,6307,13
6003,6311,3
6003,6312,2
6003,6313,2
6003,6314,5
6003,6316,2
6003,6321,7
6003,6322,1
6003,6327,7
6003,6328,1
6003,6329,3
6003,6330,1
6003,6331,3
6003,6332,4
6003,6334,1
6003,6335,10
6003,6336,1
6003,6340,2
6003,6341,1
6003,6344,5
6003,6346,4
6003,6349,2
6003,6350,1
6003,6354,5
6003,6355,12
6003,6358,10
6003,6359,1
6003,6360,1
6003,6362,2
6003,6363,1
6003,6364,1
6003,6366,2
6003,6367,1
6003,6368,3
6003,6370,3
6003,6371,4
6003,6372,7
6003,6375,2
6003,6377,2
6003,6379,1
6003,6381,9
6003,6383,4
6003,6384,6
6003,6385,4
6003,6386,1
6003,6387,13
6003,6388,5
6003,6389,5
6003,6391,10
6003,6393,24
6003,6394,19
6003,6395,1
6003,6396,4
6003,6397,7
6003,6398,2
6003,6401,8
6003,6402,2
6003,6403,6
6003,6404,6
6003,6405,10
6003,6406,27
6003,6407,9
6003,6411,27
6003,6413,74
6003,6414,1
6003,6416,2
6003,6417,4
6003,6418,9
6003,6420,2
6003,6421,4
6003,6424,9
6003,6425,1
6003,6427,1
6003,6428,1
6003,6429,1
6003,6432,7
6003,6433,9
6003,6434,9
6003,6435,5
6003,6436,3
6003,6501,11
6003,6502,8
6003,6503,23
6003,6504,2
6003,6700,7
6003,6701,1
6003,6702,1
6003,6703,4
6003,6705,2
6003,6708,20
6003,6709,1
6003,6711,3
6003,6713,1
6003,6714,1
6003,6718,2
6003,6720,4
6003,6722,2
6003,6723,1
6003,6724,7
6003,6725,1
6003,6727,5
6003,6729,51
6003,6731,1
6003,6732,2
6003,6734,3
6003,6738,13
6003,6739,1
6003,6741,3
6003,6742,2
6003,6743,6
6003,6745,59
6003,6746,3
6003,6748,14
6003,6749,29
6003,6750,8
6003,6752,1
6003,6901,94
6003,6902,74
6003,6903,39
6003,6904,2
6003,6906,2
6003,6907,9
6003,6908,5
6003,6910,8
6003,6912,3
6003,6913,4
6003,6915,4
6003,6916,1
6003,6921,1
6003,6923,3
6003,6924,2
6003,6926,6
6003,6927,6
6003,6928,1
6003,6930,2
6003,7001,11
6003,7010,1
6003,7013,2
6003,7014,1
6003,7015,4
6003,7016,1
6003,7017,8
6003,7018,5
6003,7019,8
6003,7020,14
6003,7022,1
6003,7024,1
6003,7026,4
6003,7027,6
6003,7029,2
6003,7030,5
6003,7031,15
6003,7032,4
6003,7033,15
6003,7034,15
6003,7035,1
6003,7036,1
6003,7037,2
6003,7038,20
6003,7039,6
6003,7040,2
6003,7042,5
6003,7044,1
6003,7045,7
6003,7046,1
6003,7047,4
6003,7049,8
6003,7050,5
6003,7052,5
6003,7053,2
6003,7055,11
6003,7056,2
6003,7057,1
6003,7058,2
6003,7060,3
6003,7061,4
6003,7062,1
6003,7064,2
6003,7065,4
6003,7066,44
6003,7067,16
6003,7068,9
6003,7069,36
6003,7070,1
6003,7071,16
6003,7072,17
6003,7073,9
6003,7074,35
6003,7076,16
6003,7077,4
6003,7078,11
6003,7079,27
6003,7080,47
6003,7081,3
6003,10002,11
6004,6001,34
6004,6002,5
6004,6003,25
6004,6004,116
6004,6005,4
6004,6007,29
6004,6008,23
6004,6009,87
6004,6011,32
6004,6012,92
6004,6013,19
6004,6014,22
6004,6015,200
6004,6017,12
6004,6018,25
6004,6019,8
6004,6020,39
6004,6021,20
6004,6023,71
6004,6024,1
6004,6025,26
6004,6026,133
6004,6027,11
6004,6029,5
6004,6031,22
6004,6032,109
6004,6034,62
6004,6035,17
6004,6036,61
6004,6037,24
6004,6038,13
6004,6039,28
6004,6040,45
6004,6041,12
6004,6042,79
6004,6043,75
6004,6044,11
6004,6046,24
6004,6048,4
6004,6049,24
6004,6050,83
6004,6052,88
6004,6053,5
6004,6057,19
6004,6058,7
6004,6059,4
6004,6060,22
6004,6061,5
6004,6062,9
6004,6063,25
6004,6064,41
6004,6065,9
6004,6066,2
6004,6067,16
6004,6068,11
6004,6070,21
6004,6072,17
6004,6073,16
6004,6076,1
6004,6078,61
6004,6079,4
6004,6081,35
6004,6083,34
6004,6085,31
6004,6086,4
6004,6087,9
6004,6088,18
6004,6090,3
6004,6091,1
6004,6092,27
6004,6093,2
6004,6094,1
6004,6095,2
6004,6096,4
6004,6097,8
6004,6098,7
6004,6099,5
6004,6100,40
6004,6103,9
6004,6104,91
6004,6105,32
6004,6106,14
6004,6107,11
6004,6108,11
6004,6109,4
6004,6110,11
6004,6111,27
6004,6112,45
6004,6113,61
6004,6114,81
6004,6115,2
6004,6116,26
6004,6117,15
6004,6118,28
6004,6119,21
6004,6120,19
6004,6121,7
6004,6122,4
6004,6123,29
6004,6124,2
6004,6125,1
6004,6126,6
6004,6127,3
6004,6129,4
6004,6130,4
6004,6131,3
6004,6132,10
6004,6133,14
6004,6134,1
6004,6136,10
6004,6137,7
6004,6138,6
6004,6139,5
6004,6140,11
6004,6141,7
6004,6142,7
6004,6143,38
6004,6145,18
6004,6146,15
6004,6147,18
6004,6148,15
6004,6149,7
6004,6150,11
6004,6151,13
6004,6152,6
6004,6153,8
6004,6154,9
6004,6155,9
6004,6156,22
